Mã,Sàn,Action,Conf,MFPM,Macro,MacroScore,BCTC Risk,Days→BCTC,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào lệnh,Cắt lỗ,SL%,TP1,TP2,R:R,RSI14,ATR14,SMA20,Vol,AvgVol20d,M-CVD5d,M-CVD Trend,Stealth,Dist Warn,AMD,HMM,AMF,Pattern,Sector Flow,PT Net 5d,PT Ratio 5d,Sizing%,Sizing Qty,Sector,Trend Warning,Dự báo,FC Conf%,T+ Verdict,A×T+ Ý nghĩa,T+ Exit,T+ Conf%
GEE,HOSE,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,56,56,RETAIL_DRIVEN,MODE_B,133000.0,133000.0,122900.0,-7.59,159800.0,186600.0,2.65,73.0,6699.0,109824.0,2655800,1114450,3493110.0,UP,False,NONE,MARKUP,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,52.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 127,600.0 | T+2.5 146,400.0 | T+5 156,400.0",75.0
NAF,HOSE,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,39,39,RETAIL_DRIVEN,MODE_A,50100.0,50100.0,48550.0,-3.09,54100.0,58100.0,2.58,54.1,1000.0,50045.0,576600,602140,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,6.68,400,,UPTREND_STRENGTHENING,TĂNG,95.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 49,200.0 | T+2.5 51,900.0 | T+5 53,100.0",95.0
PTB,HOSE,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,44,44,RETAIL_DRIVEN,MODE_B,51000.0,51000.0,49400.0,-3.14,55100.0,59300.0,2.56,66.0,1036.0,49908.0,238400,107025,-71520.0,FLAT,False,CAUTION,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,54.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 50,200.0 | T+2.5 53,100.0 | T+5 54,600.0",95.0
VIX,HOSE,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,55,55,RETAIL_DRIVEN,MODE_B,19350.0,19350.0,18300.0,-5.43,22100.0,24900.0,2.62,64.8,693.0,17515.0,104290200,40460890,55135650.0,UP,False,NONE,MARKUP,TRANSITIONAL,WARN,NONE,OUTFLOW,0.0,0.0,3.23,500,,UPTREND_STRENGTHENING,TĂNG,52.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 18,650.0 | T+2.5 20,750.0 | T+5 21,800.0",95.0
VPI,HOSE,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,49,49,RETAIL_DRIVEN,MODE_A,60100.0,60100.0,57400.0,-4.49,67300.0,74500.0,2.67,54.3,1800.0,59860.0,7041200,4284505,3000930.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,OUTFLOW,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,64.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 58,500.0 | T+2.5 63,300.0 | T+5 65,500.0",80.0
HVT,HNX,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,36,36,RETAIL_DRIVEN,MODE_A,27800.0,27800.0,26950.0,-3.06,29550.0,31300.0,2.06,60.0,436.0,27640.0,16800,18185,0.0,FLAT,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,65.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 27,400.0 | T+2.5 28,600.0 | T+5 29,100.0",55.0
TFC,HNX,WATCH,LOW,50,NEUTRAL,0.0,SAFE,,,34,34,RETAIL_DRIVEN,MODE_A,50000.0,50000.0,47650.0,-4.7,56200.0,62400.0,2.64,51.5,1550.0,50560.0,15100,11935,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,60.0,CHO_XAC_NHAN,Co manh moi quan sat nhung chua du xac suat de vao lenh; uu tien cho them xac nhan.,"Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 48,600.0 | T+2.5 52,800.0 | T+5 54,600.0",85.0
AMC,HNX,NO_ACTION,—,48,NEUTRAL,0.0,SAFE,,,36,28,WHALE_DISTRIBUTING,MODE_A,12400.0,12400.0,11500.0,-7.26,14750.0,17100.0,2.61,56.6,586.0,12600.0,200,1015,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,RSI_DIV_BULLISH,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,73.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 11,850.0 | T+2.5 13,450.0 | T+5 14,150.0",80.0
PGN,HNX,NO_ACTION,—,48,NEUTRAL,0.0,SAFE,,,67,49,RETAIL_DRIVEN,MODE_A,7300.0,7300.0,6560.0,-10.14,9270.0,11250.0,2.66,43.3,493.0,7420.0,4000,66800,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,60.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 6,860.0 | T+2.5 8,190.0 | T+5 8,780.0",95.0
GEX,HOSE,NO_ACTION,—,45,NEUTRAL,0.0,SAFE,,,50,50,MIXED,MODE_B,34100.0,34100.0,32050.0,-6.01,39500.0,44950.0,2.63,77.6,1354.0,28521.0,29137200,12914125,10876860.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,50.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 32,750.0 | T+2.5 36,800.0 | T+5 38,850.0",85.0
