Mã,Sàn,Action,Conf,MFPM,Macro,MacroScore,BCTC Risk,Days→BCTC,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào lệnh,Cắt lỗ,SL%,TP1,TP2,R:R,RSI14,ATR14,SMA20,Vol,AvgVol20d,M-CVD5d,M-CVD Trend,Stealth,Dist Warn,AMD,HMM,AMF,Pattern,Sector Flow,PT Net 5d,PT Ratio 5d,Sizing%,Sizing Qty,Sector,Trend Warning,Dự báo,FC Conf%,T+ Verdict,A×T+ Ý nghĩa,T+ Exit,T+ Conf%
VNC,HNX,NO_ACTION,—,50,NEUTRAL,0.0,SAFE,,,30,30,WHALE_DISTRIBUTING,MODE_A,35500.0,35500.0,34400.0,-3.1,38450.0,41350.0,2.68,50.6,733.0,35420.0,2700,3365,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,54.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 34,750.0 | T+2.5 36,650.0 | T+5 37,550.0",65.0
DVP,HOSE,NO_ACTION,—,48,NEUTRAL,0.0,SAFE,,,66,48,RETAIL_DRIVEN,MODE_A,76400.0,76000.0,73700.0,-3.03,78500.0,80900.0,1.09,83.8,614.0,74690.0,6800,14425,0.0,FLAT,False,CAUTION,MARKUP,STEADY_BULL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TRUNG LẬP,37.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 75,800.0 | T+2.5 77,300.0 | T+5 77,900.0",95.0
TAL,HOSE,NO_ACTION,—,48,NEUTRAL,0.0,SAFE,,,51,43,RETAIL_DRIVEN,MODE_A,44050.0,44050.0,42100.0,-4.43,49250.0,54400.0,2.67,46.4,1296.0,44110.0,164600,186140,246900.0,UP,False,NONE,RANGING,STEADY_BEAR,PASS,RSI_DIV_BULLISH,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,32.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 42,900.0 | T+2.5 46,400.0 | T+5 47,950.0",65.0
ICG,HNX,NO_ACTION,—,45,NEUTRAL,0.0,SAFE,,,42,32,RETAIL_DRIVEN,MODE_A,16100.000000000002,16100.0,15400.0,-4.35,17850.0,19650.0,2.5,46.8,443.0,16270.0,100,13720,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,CUP_WITH_HANDLE,NEUTRAL,0.0,0.0,3.22,600,,UPTREND_STRENGTHENING,TĂNG,72.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 15,650.0 | T+2.5 16,800.0 | T+5 17,350.0",80.0
PVC,HNX,NO_ACTION,—,45,NEUTRAL,0.0,SAFE,,,45,45,RETAIL_DRIVEN,MODE_A,15500.0,15500.0,14050.0,-9.35,19350.0,23200.0,2.66,56.9,964.0,15535.0,558200,1317145,782010.0,UP,False,NONE,MARKUP,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,57.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 14,650.0 | T+2.5 17,250.0 | T+5 18,400.0",60.0
WCS,HNX,NO_ACTION,—,45,NEUTRAL,0.0,SAFE,,,42,42,RETAIL_DRIVEN,MODE_B,329.4,330.0,290.0,-12.12,410.0,490.0,2.0,59.3,20.0,290.0,600,750,0.0,FLAT,False,NONE,RANGING,TRANSITIONAL,WARN,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,88.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 310.0 | T+2.5 370.0 | T+5 390.0",80.0
CKV,HNX,NO_ACTION,—,43,NEUTRAL,0.0,SAFE,,,64,46,RETAIL_DRIVEN,MODE_A,17000.0,17000.0,15950.0,-6.18,19700.0,22350.0,2.57,54.5,671.0,16235.0,100,1610,0.0,FLAT,False,WATCH,MARKUP,TRANSITIONAL,WARN,VCP,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,62.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 16,400.0 | T+2.5 18,200.0 | T+5 19,000.0",65.0
CLC,HOSE,NO_ACTION,—,40,NEUTRAL,0.0,SAFE,,,29,29,WHALE_DISTRIBUTING,MODE_A,54700.0,54700.0,51900.0,-5.12,62000.0,69400.0,2.61,50.5,1836.0,55435.0,4600,3085,-3360.0,FLAT,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,76.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 53,000.0 | T+2.5 58,000.0 | T+5 60,200.0",80.0
HCD,HOSE,NO_ACTION,—,40,NEUTRAL,0.0,SAFE,,,21,21,WHALE_DISTRIBUTING,MODE_A,7900.0,7900.0,7660.0,-3.04,8470.0,9050.0,2.38,52.4,144.0,7946.0,8500,45930,0.0,DOWN,False,NONE,RANGING,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,66.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 7,760.0 | T+2.5 8,130.0 | T+5 8,300.0",90.0
WSS,HNX,NO_ACTION,—,40,NEUTRAL,0.0,SAFE,,,40,40,RETAIL_DRIVEN,MODE_A,6300.0,6300.0,6020.0,-4.44,7040.0,7790.0,2.64,50.0,186.0,6330.0,100,14585,0.0,FLAT,False,NONE,ACCUMULATION,TRANSITIONAL,PASS,NONE,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,52.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 6,110.0 | T+2.5 6,600.0 | T+5 6,820.0",60.0
GSP,HOSE,NO_ACTION,—,38,NEUTRAL,0.0,SAFE,,,65,47,RETAIL_DRIVEN,MODE_A,11350.0,11350.0,11000.0,-3.08,12300.0,13200.0,2.71,57.7,232.0,11305.0,36100,111630,115920.0,UP,False,NONE,MARKUP,TRANSITIONAL,PASS,VCP,NEUTRAL,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TRUNG LẬP,28.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 11,150.0 | T+2.5 11,750.0 | T+5 12,050.0",60.0
VPL,HOSE,NO_ACTION,—,38,NEUTRAL,0.0,SAFE,,,55,47,RETAIL_DRIVEN,MODE_A,90000.0,90000.0,84000.0,-6.67,105800.0,121500.0,2.63,65.9,3943.0,87635.0,390700,989300,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,PASS,RSI_DIV_BULLISH,OUTFLOW,0.0,0.0,0.0,0,,RANGE_COMPRESSION,TĂNG,61.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 86,500.0 | T+2.5 97,100.0 | T+5 101,800.0",60.0
VTC,HNX,NO_ACTION,—,38,NEUTRAL,0.0,SAFE,,,67,49,RETAIL_DRIVEN,MODE_B,14600.0,14600.0,13250.0,-9.25,18100.0,21650.0,2.59,67.5,879.0,12660.0,4800,14420,12090.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,WARN,VCP,NEUTRAL,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TRUNG LẬP,66.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 13,800.0 | T+2.5 15,900.0 | T+5 16,800.0",80.0
GMD,HOSE,NO_ACTION,—,35,NEUTRAL,0.0,SAFE,,,37,37,RETAIL_DRIVEN,MODE_A,76200.0,76200.0,73400.0,-3.67,83700.0,91100.0,2.68,54.2,1864.0,77570.0,726500,1343415,0.0,FLAT,False,WATCH,ACCUMULATION,TRANSITIONAL,PASS,NONE,OUTFLOW,0.0,0.0,0.0,0,,UPTREND_EXHAUSTING,TĂNG,69.0,CHO_XAC_NHAN,"Nen dung ngoai. T+ cho thay can them xac nhan, trong khi Action chua ung ho mua.","Chua vao ngay. Khi co xac nhan, tham chieu ke hoach: SL 74,500.0 | T+2.5 79,600.0 | T+5 81,800.0",70.0
PC1,HOSE,NO_ACTION,—,18,NEUTRAL,0.0,SAFE,,,47,29,WHALE_DISTRIBUTING,MODE_A,18400.0,18400.0,16800.0,-8.7,22600.0,26750.0,2.62,34.2,1046.0,20368.0,7607600,10849310,0.0,UP,False,WATCH,RANGING,STEADY_BEAR,WARN,VCP,OUTFLOW,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TĂNG,85.0,TRANH_XA,Ca Action va T+ deu khong ung ho mua moi; uu tien bao toan von.,"Tranh mo vi the moi. Neu dang nam giu, dung SL - | T+2.5 - | T+5 - lam moc quan tri rui ro.",0.0
ACB,HOSE,NO_ACTION,—,0,NEUTRAL,0.0,SAFE,,,27,22,WHALE_DISTRIBUTING,MODE_A,22600.0,22600.0,21900.0,-3.1,24100.0,25550.0,2.14,37.1,371.0,23110.0,6242600,14192985,0.0,FLAT,False,NONE,RANGING,STEADY_BEAR,PASS,NONE,INFLOW,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,GIẢM,44.0,THEO_DOI,Chua co dong thuan giua chat luong tin hieu va timing; tiep tuc theo doi.,Theo doi them truoc khi kich hoat lenh. Ke hoach du kien: SL - | T+2.5 - | T+5 -,0.0
NVL,HOSE,NO_ACTION,—,0,NEUTRAL,0.0,SAFE,,,34,34,RETAIL_DRIVEN,MODE_A,15550.0,15550.0,14050.0,-9.65,19500.0,23450.0,2.63,20.4,986.0,17710.0,16596200,32320195,0.0,FLAT,False,NONE,MARKUP,TRANSITIONAL,WARN,NONE,OUTFLOW,0.0,0.0,0.0,0,,UPTREND_STRENGTHENING,TĂNG,95.0,THEO_DOI,Chua co dong thuan giua chat luong tin hieu va timing; tiep tuc theo doi.,Theo doi them truoc khi kich hoat lenh. Ke hoach du kien: SL - | T+2.5 - | T+5 -,0.0
MWG,HOSE,NO_ACTION,—,0,NEUTRAL,0.0,SAFE,,,25,25,WHALE_DISTRIBUTING,MODE_A,76500.0,76500.0,73700.0,-3.66,83800.0,91000.0,2.61,19.5,1814.0,83705.0,3840100,6213250,-3586110.0,FLAT,False,WATCH,RANGING,STEADY_BEAR,WARN,NONE,OUTFLOW,0.0,0.0,0.0,0,,DOWNTREND_STRENGTHENING,TĂNG,43.0,THEO_DOI,Chua co dong thuan giua chat luong tin hieu va timing; tiep tuc theo doi.,Theo doi them truoc khi kich hoat lenh. Ke hoach du kien: SL - | T+2.5 - | T+5 -,0.0
