Mã,Action,Conf,MFPM,Macro,MacroScore,Sector Flow,BCTC Risk,FundScore,W-Score,SMS,SMS Label,Mode,Giá,Vào,SL,TP1,R:R,AMF,Pattern,HMM,Stealth,T+ Setup,T+ Verdict,T+ Conf,Trend Warning,Dự báo,FC Conf%,CVD
ILB,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,32,32,RETAIL_DRIVEN,MODE_A,21900.0,21900.0,21200.0,22850.0,1.36,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
ORS,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,52,42,RETAIL_DRIVEN,MODE_A,13500.0,13500.0,12950.0,14950.0,2.64,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
TAL,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,43,43,RETAIL_DRIVEN,MODE_A,45950.0,45050.0,43250.0,49750.0,2.61,WARN,NONE,TRANSITIONAL,False,T_BREAKOUT,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
CAP,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,48,48,RETAIL_DRIVEN,MODE_A,42000.0,42000.0,40600.0,45700.0,2.64,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
PCH,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,40,40,RETAIL_DRIVEN,MODE_B,22500.0,22500.0,21800.0,23700.0,1.71,PASS,NONE,STEADY_BULL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
TTH,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,41,41,RETAIL_DRIVEN,MODE_A,2400.0,2360.0,2170.0,2850.0,2.58,PASS,NONE,TRANSITIONAL,False,T_BREAKOUT,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
VC7,WATCH,LOW,50,NEUTRAL,0.0,NEUTRAL,SAFE,,50,50,RETAIL_DRIVEN,MODE_A,8400.0,8230.0,7910.0,9060.0,2.59,PASS,NONE,TRANSITIONAL,False,T_BREAKOUT,CHO_XAC_NHAN,85.0,NONE,,0.0,NEUTRAL
DTL,NO_ACTION,—,58,NEUTRAL,0.0,NEUTRAL,SAFE,,33,25,WHALE_DISTRIBUTING,MODE_A,11700.0,11500.0,11150.0,12300.0,2.29,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VFS,NO_ACTION,—,58,NEUTRAL,0.0,NEUTRAL,SAFE,,48,30,WHALE_DISTRIBUTING,MODE_A,13100.0,13100.0,12500.0,14600.0,2.5,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
HID,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,20,20,WHALE_DISTRIBUTING,MODE_A,4650.0,4560.0,4230.0,5430.0,2.64,PASS,NONE,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
SJD,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,27,27,WHALE_DISTRIBUTING,MODE_A,14000.0,14000.0,13550.0,14300.0,0.67,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VMC,NO_ACTION,—,50,NEUTRAL,0.0,NEUTRAL,SAFE,,21,21,WHALE_DISTRIBUTING,MODE_A,4500.0,4410.0,4050.0,5350.0,2.61,PASS,NONE,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
DSC,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,39,31,RETAIL_DRIVEN,MODE_A,13050.0,13050.0,12500.0,14400.0,2.45,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
HAP,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,37,29,WHALE_DISTRIBUTING,MODE_A,7140.0,7080.0,6720.0,8020.0,2.61,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,40.0,NONE,,0.0,NEUTRAL
LIX,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,33,25,WHALE_DISTRIBUTING,MODE_A,31500.0,31050.0,30000.0,33750.0,2.57,PASS,RSI_DIV_BULLISH,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
MSN,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,75,57,RETAIL_DRIVEN,MODE_A,77500.0,77500.0,74500.0,85400.0,2.63,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
AMC,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,36,28,WHALE_DISTRIBUTING,MODE_A,12400.0,12400.0,11500.0,14750.0,2.61,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
PMC,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,46,28,WHALE_DISTRIBUTING,MODE_A,138500.0,135700.0,125400.0,163100.0,2.66,PASS,VCP,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
TSB,NO_ACTION,—,48,NEUTRAL,0.0,NEUTRAL,SAFE,,44,36,RETAIL_DRIVEN,MODE_A,19700.0,19700.0,18300.0,23400.0,2.64,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
CRE,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,46,36,RETAIL_DRIVEN,MODE_A,7500.0,7500.0,7120.0,8510.0,2.66,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
DBT,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,58,58,MIXED,MODE_B,12600.0,12600.0,12150.0,13750.0,2.56,WARN,NONE,STEADY_BULL,False,T_BREAKOUT,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
DPR,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,56,56,RETAIL_DRIVEN,MODE_B,44200.0,44200.0,42400.0,48950.0,2.64,WARN,NONE,TRANSITIONAL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
DXS,NO_ACTION,—,45,NEUTRAL,0.0,OUTFLOW,SAFE,,48,48,RETAIL_DRIVEN,MODE_B,8500.0,8500.0,7950.0,9960.0,2.65,WARN,NONE,TRANSITIONAL,False,T_BREAKOUT,THEO_DOI,40.0,NONE,,0.0,NEUTRAL
HSG,NO_ACTION,—,45,NEUTRAL,0.0,OUTFLOW,SAFE,,35,25,WHALE_DISTRIBUTING,MODE_A,12100.0,12100.0,11650.0,13250.0,2.56,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
TCB,NO_ACTION,—,45,NEUTRAL,0.0,INFLOW,SAFE,,51,36,RETAIL_DRIVEN,MODE_A,34050.0,34050.0,33000.0,36550.0,2.38,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_RANGE_BREAK,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
VND,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,40,30,WHALE_DISTRIBUTING,MODE_A,16450.0,16450.0,15800.0,18100.0,2.54,PASS,CUP_WITH_HANDLE,STEADY_BEAR,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
NTP,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,47,37,RETAIL_DRIVEN,MODE_A,62000.0,61600.0,59700.0,66300.0,2.47,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
RCL,NO_ACTION,—,45,NEUTRAL,0.0,NEUTRAL,SAFE,,24,24,WHALE_DISTRIBUTING,MODE_A,11600.0,11600.0,10650.0,14100.0,2.63,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
AAA,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,40,32,RETAIL_DRIVEN,MODE_A,7120.0,7120.0,6860.0,7810.0,2.65,PASS,RSI_DIV_BULLISH,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
BTP,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,57,39,RETAIL_DRIVEN,MODE_A,8420.0,8420.0,8160.0,8770.0,1.35,PASS,VCP,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
PDR,NO_ACTION,—,43,NEUTRAL,0.0,OUTFLOW,SAFE,,49,31,RETAIL_DRIVEN,MODE_A,16550.0,16550.0,15800.0,18450.0,2.53,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
SSI,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,48,30,WHALE_DISTRIBUTING,MODE_A,27900.0,27900.0,27050.0,30100.0,2.59,PASS,VCP,STEADY_BEAR,False,T_SUPPORT_BOUNCE,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
VGC,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,52,34,RETAIL_DRIVEN,MODE_A,43900.0,43900.0,42050.0,48800.0,2.65,PASS,VCP,STEADY_BEAR,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
VPB,NO_ACTION,—,43,NEUTRAL,0.0,INFLOW,SAFE,,50,27,WHALE_DISTRIBUTING,MODE_A,27550.0,27550.0,26650.0,29900.0,2.61,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
BVS,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,48,30,WHALE_DISTRIBUTING,MODE_A,26000.0,26000.0,25100.0,28350.0,2.61,PASS,VCP,STEADY_BEAR,False,T_PULLBACK_EMA,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
CKV,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,64,46,RETAIL_DRIVEN,MODE_A,17000.0,17000.0,15950.0,19700.0,2.57,WARN,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
TTT,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,38,20,WHALE_DISTRIBUTING,MODE_A,33500.0,33500.0,32450.0,35250.0,1.67,PASS,VCP,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VSM,NO_ACTION,—,43,NEUTRAL,0.0,NEUTRAL,SAFE,,29,21,WHALE_DISTRIBUTING,MODE_A,15400.0,15100.0,13750.0,18600.0,2.59,WARN,RSI_DIV_BULLISH,TRANSITIONAL,False,T_BREAKOUT,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
CLC,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,29,29,WHALE_DISTRIBUTING,MODE_A,54700.0,54700.0,51900.0,62000.0,2.61,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
EVF,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,38,38,RETAIL_DRIVEN,MODE_A,13650.0,13550.0,12900.0,15250.0,2.62,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
MDG,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,24,24,WHALE_DISTRIBUTING,MODE_A,37400.0,36700.0,34050.0,43750.0,2.66,PASS,NONE,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
PET,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,40,40,RETAIL_DRIVEN,MODE_A,47000.0,47000.0,44300.0,54200.0,2.67,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
RYG,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,36,36,RETAIL_DRIVEN,MODE_A,10550.0,10550.0,10050.0,11800.0,2.5,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,35.0,NONE,,0.0,NEUTRAL
SPM,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,40,40,RETAIL_DRIVEN,MODE_A,9100.0,8960.0,8270.0,10800.0,2.67,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
SVC,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,48,48,RETAIL_DRIVEN,MODE_A,17700.0,17700.0,16900.0,19800.0,2.62,PASS,NONE,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
DHT,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,69600.0,69600.0,66800.0,77000.0,2.64,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
L40,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,55,45,RETAIL_DRIVEN,MODE_A,69100.0,69100.0,66400.0,76100.0,2.59,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
SZB,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,41,41,RETAIL_DRIVEN,MODE_A,43200.0,43200.0,41900.0,44800.0,1.23,PASS,NONE,STEADY_BULL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
TOT,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,50,50,RETAIL_DRIVEN,MODE_B,17100.0,17100.0,16500.0,18650.0,2.58,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,30.0,NONE,,0.0,NEUTRAL
VC3,NO_ACTION,—,40,NEUTRAL,0.0,NEUTRAL,SAFE,,49,49,RETAIL_DRIVEN,MODE_A,26300.0,26300.0,25500.0,27750.0,1.81,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,75.0,NONE,,0.0,NEUTRAL
GSP,NO_ACTION,—,38,NEUTRAL,0.0,NEUTRAL,SAFE,,58,40,RETAIL_DRIVEN,MODE_A,11400.0,11400.0,11050.0,12350.0,2.71,PASS,VCP,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
DST,NO_ACTION,—,38,NEUTRAL,0.0,NEUTRAL,SAFE,,68,50,RETAIL_DRIVEN,MODE_B,4800.0,4800.0,4230.0,6310.0,2.65,PASS,VCP,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
PRE,NO_ACTION,—,38,NEUTRAL,0.0,NEUTRAL,SAFE,,45,45,RETAIL_DRIVEN,MODE_B,26100.0,26100.0,25300.0,27850.0,2.19,WARN,NONE,STEADY_BULL,False,T_MOMENTUM_CONT,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
KHS,NO_ACTION,—,37,NEUTRAL,0.0,NEUTRAL,SAFE,,46,34,RETAIL_DRIVEN,MODE_A,13700.0,13700.0,13250.0,14650.0,2.11,PASS,WYCKOFF_SPRING,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VNF,NO_ACTION,—,37,NEUTRAL,0.0,NEUTRAL,SAFE,,40,28,WHALE_DISTRIBUTING,MODE_A,14900.0,14900.0,14350.0,16350.0,2.64,PASS,WYCKOFF_SPRING,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
ACL,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,29,29,WHALE_DISTRIBUTING,MODE_A,13500.0,13250.0,12500.0,15100.0,2.47,WARN,NONE,TRANSITIONAL,False,T_BREAKOUT,CHO_XAC_NHAN,70.0,NONE,,0.0,NEUTRAL
ADG,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,34,34,RETAIL_DRIVEN,MODE_A,9070.0,8980.0,8320.0,10750.0,2.68,PASS,NONE,TRANSITIONAL,False,T_BREAKOUT,THEO_DOI,35.0,NONE,,0.0,NEUTRAL
ADS,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,35,35,RETAIL_DRIVEN,MODE_A,9110.0,9110.0,8830.0,9750.0,2.29,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
BWE,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,28,28,WHALE_DISTRIBUTING,MODE_A,43800.0,43800.0,42450.0,46750.0,2.19,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
CII,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,26,26,WHALE_DISTRIBUTING,MODE_A,19100.0,19100.0,17900.0,22250.0,2.62,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
CLL,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,27,27,WHALE_DISTRIBUTING,MODE_A,30000.0,30000.0,29100.0,30700.0,0.78,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
CTR,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,84900.0,84900.0,81900.0,92900.0,2.67,PASS,NONE,STEADY_BEAR,False,T_SUPPORT_BOUNCE,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
DHC,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,27,27,WHALE_DISTRIBUTING,MODE_A,36200.0,36200.0,34950.0,39500.0,2.64,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
DXV,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,36,36,RETAIL_DRIVEN,MODE_A,3850.0,3850.0,3630.0,4420.0,2.59,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
FTS,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,36,26,WHALE_DISTRIBUTING,MODE_A,26650.0,26650.0,25450.0,29750.0,2.58,PASS,CUP_WITH_HANDLE,STEADY_BEAR,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
HAG,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,40,30,WHALE_DISTRIBUTING,MODE_A,16100.000000000002,16100.0,15600.0,17250.0,2.3,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,45.0,NONE,,0.0,NEUTRAL
HAH,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,41,31,RETAIL_DRIVEN,MODE_A,57500.0,57500.0,55500.0,62600.0,2.55,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
HHS,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,34,34,RETAIL_DRIVEN,MODE_A,13000.0,13000.0,12200.0,15150.0,2.69,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
ITC,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,40,30,WHALE_DISTRIBUTING,MODE_A,12150.0,12100.0,11550.0,13550.0,2.64,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
KDC,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,42,42,RETAIL_DRIVEN,MODE_A,48600.0,47950.0,44800.0,56200.0,2.62,WARN,NONE,TRANSITIONAL,False,T_NO_SETUP,THEO_DOI,0.0,NONE,,0.0,NEUTRAL
PHC,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,42,32,RETAIL_DRIVEN,MODE_A,4950.0,4950.0,4740.0,5490.0,2.57,PASS,CUP_WITH_HANDLE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
PTB,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,37,37,RETAIL_DRIVEN,MODE_A,40600.0,40600.0,39350.0,43600.0,2.4,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,60.0,NONE,,0.0,NEUTRAL
TCH,NO_ACTION,—,35,NEUTRAL,0.0,OUTFLOW,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,16800.0,16800.0,15750.0,19600.0,2.67,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,65.0,NONE,,0.0,NEUTRAL
TDM,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,36,36,RETAIL_DRIVEN,MODE_A,57000.0,57000.0,54900.0,62500.0,2.62,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
TLD,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,39,39,RETAIL_DRIVEN,MODE_A,8400.0,8400.0,8140.0,8900.0,1.92,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,80.0,NONE,,0.0,NEUTRAL
TLG,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,31,31,RETAIL_DRIVEN,MODE_A,50000.0,50000.0,48500.0,53300.0,2.2,PASS,NONE,TRANSITIONAL,False,T_PULLBACK_EMA,CHO_XAC_NHAN,95.0,NONE,,0.0,NEUTRAL
TVT,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,20,20,WHALE_DISTRIBUTING,MODE_A,16000.0,16000.0,15500.0,17150.0,2.3,PASS,NONE,TRANSITIONAL,False,T_AVOID,TRANH_XA,0.0,NONE,,0.0,NEUTRAL
VPS,NO_ACTION,—,35,NEUTRAL,0.0,NEUTRAL,SAFE,,30,30,WHALE_DISTRIBUTING,MODE_A,8700.0,8700.0,8430.0,9370.0,2.48,PASS,NONE,TRANSITIONAL,False,T_SUPPORT_BOUNCE,THEO_DOI,50.0,NONE,,0.0,NEUTRAL
